inputs,feature_name,top_k,matryoshka,outcome,extracted_interpretation,test_interpretation_discrimination_accuracy,tri_valley_interpretation_discrimination_accuracy
image,Concept_347,40,"[128, 512, 2048, 8192]",hyponatremia,This cohort is characterized by evidence of major pancreatic pathology or surgical resection.,0.9,0.8
image,Concept_90,40,"[128, 512, 2048, 8192]",707.1,"This cohort is characterized by findings indicative of physical trauma, such as osseous fracture, organ injury, or soft tissue hematoma.",0.65,0.55
image,Concept_35,40,"[128, 512, 2048, 8192]",acute_kidney_injury,"This cohort is characterized by the presence of an enteric tube, an indwelling bladder catheter, or diffuse subcutaneous edema (anasarca).",0.75,0.85
image,Concept_154,40,"[128, 512, 2048, 8192]",290.0,This cohort is characterized by the presence of intrahepatic biliary ductal dilatation or pancreatitis.,0.8,0.65
image,Concept_165,40,"[128, 512, 2048, 8192]",CVD_Heart_Failure,This cohort is characterized by the presence of an implanted cardiac device (e.,0.95,0.8
image,Concept_127,40,"[128, 512, 2048, 8192]",290.16,This cohort is characterized by evidence of prior cholecystectomy or biliary ductal dilatation.,0.7,0.9
image,Concept_7223,40,"[128, 512, 2048, 8192]",acute_kidney_injury,"This cohort is characterized by the presence of an abscess, inflammatory fluid collection, or fistula.",0.6,0.7
image,Concept_1424,40,"[128, 512, 2048, 8192]",290.1,This cohort is characterized by the presence of biliary ductal dilatation or pancreatic cystic lesions.,0.7,0.6
image,Concept_495,40,"[128, 512, 2048, 8192]",286.4,"This cohort is characterized by the presence of a therapeutic tube, drain, stent, or surgical bypass of the gastrointestinal, pancreatic, or biliary tract.",0.8,0.75
image,Concept_398,40,"[128, 512, 2048, 8192]",260.1,"This cohort is characterized by findings related to urinary tract obstruction, such as hydronephrosis or the presence of a ureteral stent or nephrostomy tube.",0.95,0.9
image,Concept_7795,40,"[128, 512, 2048, 8192]",290.0,"This cohort is characterized by the presence of bowel or biliary obstruction, or splanchnic vascular compromise.",0.75,0.9
image,Concept_1413,40,"[128, 512, 2048, 8192]",260.1,"This cohort is characterized by findings indicating management of an intra-abdominal abscess, organized fluid collection, or visceral obstruction.",0.85,1.0
image,Concept_38,40,"[128, 512, 2048, 8192]",renal_failure,This cohort is characterized by the presence of an intra-abdominal fluid collection or significant visceral/mesenteric inflammation.,0.65,0.8
image,Concept_1587,40,"[128, 512, 2048, 8192]",290.16,"This cohort is characterized by the absence of acute intra-abdominal findings such as inflammation, obstruction, or active fluid collection.",0.6,0.5
image,Concept_11,40,"[128, 512, 2048, 8192]",acute_kidney_injury,This cohort is characterized by the presence of a pleural effusion.,0.85,0.95
image,Concept_489,40,"[128, 512, 2048, 8192]",290.1,This cohort is characterized by the presence of a moderate to large colonic stool burden without findings of ileus.,0.7,0.65
image,Concept_192,40,"[128, 512, 2048, 8192]",428.4,This cohort is characterized by stigmata of portal hypertension or systemic venous congestion.,0.7,0.7
image,Concept_1230,40,"[128, 512, 2048, 8192]",cancer_liver_primary,This cohort is characterized by enlargement of the liver or spleen.,0.6,0.5
image,Concept_5,40,"[128, 512, 2048, 8192]",CVD_Heart_Failure,"This cohort is characterized by the presence of abnormal fat stranding, soft tissue infiltration, organ or bowel wall thickening, or a destructive osseous lesion.",0.65,0.65
image,Concept_722,40,"[128, 512, 2048, 8192]",290.0,This cohort is characterized by a surgically absent gallbladder (status post cholecystectomy).,0.7,0.85
image,Concept_452,40,"[128, 512, 2048, 8192]",707.1,"This cohort is characterized by findings of rectal impaction or inflammation, and/or bladder wall thickening.",0.7,0.5
image,Concept_307,40,"[128, 512, 2048, 8192]",401.21,This cohort is characterized by findings of structural heart disease or cardiac intervention.,0.75,0.8
image,Concept_121,40,"[128, 512, 2048, 8192]",260.1,This cohort is characterized by significant or complicated inflammatory or obstructive bowel disease.,0.7,0.85
image,Concept_1459,40,"[128, 512, 2048, 8192]",707.1,"This cohort is characterized by findings of systemic wasting or severe deconditioning, such as osteopenia, diffuse muscle atrophy, or anasarca.",0.6,0.8
image,Concept_1416,40,"[128, 512, 2048, 8192]",277.4,This cohort is characterized by findings related to biliary tract obstruction or intervention.,0.85,0.95
image,Concept_276,40,"[128, 512, 2048, 8192]",ckd,This cohort is characterized by the presence of atherosclerotic vascular disease.,0.85,0.65
image,Concept_43,40,"[128, 512, 2048, 8192]",CVD_Heart_Failure,"This cohort is characterized by a space-occupying process (such as a mass, enlarged organ, or inflammation) causing mass effect on adjacent structures.",0.45,0.6
image,Concept_5321,40,"[128, 512, 2048, 8192]",renal_failure,"This cohort is characterized by the presence of ascites, anasarca, or an abscess.",0.75,0.85
image,Concept_105,40,"[128, 512, 2048, 8192]",renal_failure,This cohort is characterized by the presence of an organized intra-abdominal or retroperitoneal fluid collection.,0.7,0.75
image,Concept_1817,40,"[128, 512, 2048, 8192]",428.4,"This cohort is characterized by findings of systemic fluid overload or third-space accumulation, such as ascites, pleural effusion, or anasarca.",0.6,0.75
image,Concept_193,40,"[128, 512, 2048, 8192]",600.0,This cohort is characterized by evidence of prior intra-abdominal surgery or acute diverticulitis.,0.55,0.55
image,Concept_54,40,"[128, 512, 2048, 8192]",260.1,This cohort is characterized by the presence of an intra-abdominal or pelvic abscess or complex fluid collection.,0.7,0.4
image,Concept_284,40,"[128, 512, 2048, 8192]",sepsis,"This cohort is characterized by chronic, severe musculoskeletal abnormalities of the spine or pelvis.",0.65,0.7
image,Concept_202,40,"[128, 512, 2048, 8192]",cancer_liver_primary,This cohort is characterized by findings of end-stage liver disease (cirrhosis with portal hypertension) or advanced intra-abdominal malignancy.,0.75,0.55
image,Concept_427,40,"[128, 512, 2048, 8192]",290.0,This cohort is characterized by a significant acute intra-abdominal finding.,0.5,0.4
image,Concept_262,40,"[128, 512, 2048, 8192]",cancer_liver_primary,"This cohort is characterized by abnormal fluid accumulation, manifesting as either fluid in multiple body compartments (e.",0.75,0.8
image,Concept_7800,40,"[128, 512, 2048, 8192]",cancer_liver_primary,This cohort is characterized by a surgically absent gallbladder.,0.875,0.8
image,Concept_55,40,"[128, 512, 2048, 8192]",600.0,"This cohort is characterized by the presence of a complex or organized fluid collection, often with features of infection such as peripheral rim enhancement or internal gas.",0.55,0.65
image,Concept_5003,40,"[128, 512, 2048, 8192]",290.1,"This cohort is characterized by findings of bowel obstruction, ileus, significant bowel wall thickening, major post-surgical changes to the bowel (such as resection or ostomy), or a hernia containing bowel or omentum.",0.65,0.4
image,Concept_447,40,"[128, 512, 2048, 8192]",277.4,"This cohort is characterized by pathologic changes of the peritoneum, such as thickening, enhancement, nodularity, omental caking, or the presence of moderate-to-large volume ascites.",0.9,0.85
image,Concept_345,40,"[128, 512, 2048, 8192]",260.1,"This cohort is characterized by evidence of a primary pancreatic or biliary malignancy (such as a mass, IPMN, or Klatskin tumor) or a history of major surgical resection for such a malignancy (e.",0.75,0.675
image,Concept_12,40,"[128, 512, 2048, 8192]",260.1,"This cohort is characterized by findings of a post-surgical complication, such as an organized fluid collection, abscess, leak, or fistula.",0.75,0.9
image,Concept_426,40,"[128, 512, 2048, 8192]",cancer_liver_primary,This cohort is characterized by a surgically absent gallbladder with associated findings of either biliary ductal dilatation or pneumobilia.,0.9,0.9
image,Concept_478,40,"[128, 512, 2048, 8192]",286.4,This cohort is characterized by a hepatic abscess or other complex fluid collection.,0.85,0.8
image,Concept_1015,40,"[128, 512, 2048, 8192]",290.1,This cohort is characterized by the presence of hip arthroplasty.,1.0,1.0
image,Concept_453,40,"[128, 512, 2048, 8192]",290.1,This cohort is characterized by significant degenerative or postsurgical disease of the spine.,0.5,0.7
image,Concept_155,40,"[128, 512, 2048, 8192]",acute_kidney_injury,"This cohort is characterized by mechanical bowel obstruction or sequelae of bowel perforation (such as abscess, fistula, or extraluminal gas).",0.75,0.7
image,Concept_258,40,"[128, 512, 2048, 8192]",290.16,This cohort is characterized by findings of urolithiasis (renal or ureteral calculi) or signs of urinary tract obstruction (such as hydronephrosis or hydroureter).,0.55,0.6
image,Concept_414,40,"[128, 512, 2048, 8192]",290.1,This cohort is characterized by findings indicating hepatobiliary obstruction or congestion.,0.9,0.55
image,Concept_608,40,"[128, 512, 2048, 8192]",acute_kidney_injury,"This cohort is characterized by evidence of prior surgical resection of the spleen, pancreas, or kidney.",0.85,0.55
image,Concept_3966,40,"[128, 512, 2048, 8192]",ckd,This cohort is characterized by the presence of multiple complex or loculated intra-abdominal fluid collections.,0.7,0.7
image,Concept_1154,40,"[128, 512, 2048, 8192]",290.16,This cohort is characterized by the presence of a hernia or evidence of prior hernia repair.,0.8,0.6
image,Concept_386,40,"[128, 512, 2048, 8192]",290.1,This cohort is characterized by findings of bowel obstruction.,0.9,0.9
image,Concept_8083,40,"[128, 512, 2048, 8192]",renal_failure,"This cohort is characterized by concurrent findings of biliary obstruction or intervention and associated occlusion or encasement of the peripancreatic veins (portal, splenic, or superior mesenteric).",0.8,0.575
image,Concept_1183,40,"[128, 512, 2048, 8192]",290.16,"This cohort is characterized by findings of a primary, non-malignant abdominal process.",0.5,0.7
image,Concept_491,40,"[128, 512, 2048, 8192]",renal_failure,This cohort is characterized by the presence of a surgically created ostomy for urinary or fecal diversion.,0.95,0.95
image,Concept_338,40,"[128, 512, 2048, 8192]",sepsis,"This cohort is characterized by the presence of musculoskeletal hardware or a significant deformity involving the spine, pelvis, or hips.",0.75,0.55
image,Concept_175,40,"[128, 512, 2048, 8192]",acute_kidney_injury,"This cohort is characterized by findings of an acute inflammatory process or complication, such as consolidation, a fluid collection, or extraluminal gas.",0.65,0.65
image,Concept_334,40,"[128, 512, 2048, 8192]",401.21,This cohort is characterized by findings of atherosclerotic vascular disease.,0.6,0.55
labs,Concept_108,40,"[128, 512, 2048, 8192]",cancer_abdomen_primary,"Lab values indicating cholestasis, such as significantly elevated Alkaline Phosphatase or Bilirubin.",0.75,0.8
labs,Concept_104,40,"[128, 512, 2048, 8192]",cancer_abdomen_primary,Laboratory findings indicative of iron deficiency anemia.,0.9,0.9
labs,Concept_84,40,"[128, 512, 2048, 8192]",cancer_abdomen_primary,Azotemia (elevated serum creatinine and/or blood urea nitrogen).,0.65,0.85
labs,Concept_87,40,"[128, 512, 2048, 8192]",cancer_anywhere,The presence of anemia and hypoalbuminemia.,0.75,0.9
labs,Concept_127,40,"[128, 512, 2048, 8192]",cancer_abdomen_primary,"The presence of a cytopenia (anemia, leukopenia, or thrombocytopenia) or a high Red Cell Distribution Width (RDW).",0.9,1.0
labs,Concept_94,40,"[128, 512, 2048, 8192]",cancer_abdomen_primary,A low serum albumin level.,0.75,0.85
labs,Concept_33,40,"[128, 512, 2048, 8192]",cancer_abdomen_primary,A significantly elevated Alkaline Phosphatase or a significantly elevated Globulin.,0.9,0.6
labs,Concept_91,40,"[128, 512, 2048, 8192]",gout,Severe hypoalbuminemia.,0.8,0.95
labs,Concept_2,40,"[128, 512, 2048, 8192]",cancer_abdomen_primary,The presence of either significantly elevated markers of cholestasis (such as Alkaline Phosphatase) or metabolic acidosis.,0.95,0.9
labs,Concept_62,40,"[128, 512, 2048, 8192]",cancer_abdomen_primary,Low serum albumin.,0.8,0.75
labs,Concept_61,40,"[128, 512, 2048, 8192]",gout,Low hemoglobin and/or hematocrit.,0.8,0.9
labs,Concept_124,40,"[128, 512, 2048, 8192]",cancer_abdomen_primary,Low serum albumin.,0.75,0.85
labs,Concept_82,40,"[128, 512, 2048, 8192]",cancer_abdomen_primary,Severely low serum albumin.,0.75,0.95
labs,Concept_34,40,"[128, 512, 2048, 8192]",cancer_abdomen_primary,The concurrent finding of low serum albumin and anemia (low hemoglobin or hematocrit).,0.95,0.95
labs,Concept_35,40,"[128, 512, 2048, 8192]",diabetes,Low serum albumin.,0.8,0.75
labs,Concept_26,40,"[128, 512, 2048, 8192]",,"This cohort is characterized by hypoalbuminemia, often in the context of metabolic acidosis, anemia, or other signs of acute end-organ dysfunction.",0.75,0.6
labs,Concept_77,40,"[128, 512, 2048, 8192]",renal_failure,Low serum albumin.,0.85,0.65
labs,Concept_5,40,"[128, 512, 2048, 8192]",dementia,Elevated hemoglobin or hematocrit levels.,0.85,0.75
labs,Concept_311,40,"[128, 512, 2048, 8192]",,This cohort is characterized by the absence of any strongly abnormal lab value.,0.45,0.45
labs,Concept_122,40,"[128, 512, 2048, 8192]",gout,"Severely reduced hemoglobin levels, low hematocrit values, and microcytic hypochromic red blood cells, along with elevated RDW (red cell distribution width) and low MCV (mean corpuscular volume), indicating a significant degree of anemia and marked variation in red blood cell size and shape.",0.85,0.75
labs,Concept_39,40,"[128, 512, 2048, 8192]",cancer_anywhere,Abnormalities in myeloid cell lines (e.,0.7,0.7
labs,Concept_41,40,"[128, 512, 2048, 8192]",277.4,The presence of significant anemia or metabolic acidosis.,0.95,0.9
labs,Concept_37,40,"[128, 512, 2048, 8192]",277.4,"Severe derangement of metabolic, renal, or hepatic function.",0.9,0.9
labs,Concept_4,40,"[128, 512, 2048, 8192]",gout,A high percentage of neutrophils and a low percentage of monocytes in the white blood cell differential count.,0.85,1.0
labs,Concept_2358,40,"[128, 512, 2048, 8192]",dementia,"Severely elevated creatinine levels (serum and ISTAT measurements) and a high anion gap, indicating significant renal impairment and metabolic acidosis.",1.0,0.95
labs,Concept_59,40,"[128, 512, 2048, 8192]",cancer_abdomen_primary,Low serum albumin.,0.85,0.8
labs,Concept_21,40,"[128, 512, 2048, 8192]",diabetes,Thrombocytosis (elevated platelet count) or anemia with features of iron deficiency.,0.9,0.95
labs,Concept_45,40,"[128, 512, 2048, 8192]",,"This cohort is characterized by severe hypoalbuminemia, with a serum albumin level below 3.",0.8,0.35
labs,Concept_595,40,"[128, 512, 2048, 8192]",cancer_liver_primary,An elevated serum total bilirubin level.,1.0,0.95
labs,Concept_121,40,"[128, 512, 2048, 8192]",427.22,An elevated monocyte count.,0.75,0.75
labs,Concept_496,40,"[128, 512, 2048, 8192]",diabetes,"Extremely high levels of glucose and hemoglobin A1c, along with significant abnormalities in electrolyte and acid-base balance, particularly low pH and bicarbonate levels, and elevated liver enzymes.",0.9,0.85
labs,Concept_36,40,"[128, 512, 2048, 8192]",277.4,The concurrent findings of anemia (low hemoglobin or hematocrit) and low serum protein (low total protein or albumin).,0.9,1.0
labs,Concept_105,40,"[128, 512, 2048, 8192]",cvd,A serum albumin level below 2.,0.6,0.65
labs,Concept_88,40,"[128, 512, 2048, 8192]",290.1,Elevated serum bicarbonate (total CO2).,0.6,0.45
labs,Concept_1157,40,"[128, 512, 2048, 8192]",,This cohort is characterized by significant abnormalities in the complete blood count or the presence of severe metabolic acidosis.,0.9,0.75
labs,Concept_0,40,"[128, 512, 2048, 8192]",cancer_anywhere,"An elevated monocyte count (monocytosis), as measured by absolute count or percentage.",0.9,0.8
labs,Concept_590,40,"[128, 512, 2048, 8192]",286.4,An elevated total alkaline phosphatase (Alk P'TASE) level.,0.85,0.9
labs,Concept_573,40,"[128, 512, 2048, 8192]",286.4,The presence of a cell count analysis performed on a body fluid sample.,0.7,0.75
labs,Concept_181,40,"[128, 512, 2048, 8192]",427.22,An elevated venous bicarbonate (HCO3) level from an ISTAT blood gas analysis.,1.0,0.7
labs,Concept_68,40,"[128, 512, 2048, 8192]",gout,An elevated count of neutrophils or monocytes.,0.7,0.85
labs,Concept_1488,40,"[128, 512, 2048, 8192]",401.21,Low serum albumin.,0.6,0.6
labs,Concept_323,40,"[128, 512, 2048, 8192]",cancer_abdomen_primary,Low serum albumin.,0.55,0.7
labs,Concept_30,40,"[128, 512, 2048, 8192]",cancer_anywhere,"Having had a plasma ammonia, total bilirubin, or total protein test performed.",0.6,0.8
labs,Concept_288,40,"[128, 512, 2048, 8192]",,This cohort is characterized by low serum calcium.,0.95,0.45
labs,Concept_1590,40,"[128, 512, 2048, 8192]",osteoporosis,Elevated band neutrophils.,0.85,0.5
labs,Concept_69,40,"[128, 512, 2048, 8192]",,This cohort is characterized by laboratory values indicating impaired renal function.,0.75,0.85
labs,Concept_1550,40,"[128, 512, 2048, 8192]",,This cohort is characterized by the presence of a measurement for ionized calcium.,0.725,0.75
labs,Concept_820,40,"[128, 512, 2048, 8192]",,This cohort is characterized by the measurement of Cancer Antigen 19-9.,0.95,0.45
labs,Concept_230,40,"[128, 512, 2048, 8192]",,"This cohort is characterized by an electrolyte abnormality, specifically involving either hyponatremia (low serum sodium) or hyperchloremia (high serum chloride).",0.75,0.85
labs,Concept_1507,40,"[128, 512, 2048, 8192]",acute_kidney_injury,Elevated serum calcium.,0.4,0.45
labs,Concept_1121,40,"[128, 512, 2048, 8192]",,"This cohort is characterized by elevated blood urea nitrogen (BUN) or creatinine, or low serum albumin.",0.85,0.9
labs,Concept_173,40,"[128, 512, 2048, 8192]",277.4,A total serum alkaline phosphatase (Alk Phos) level greater than 230 U/L.,0.95,0.85
labs,Concept_54,40,"[128, 512, 2048, 8192]",cvd,"A high prevalence of severe leukocytosis, specifically elevated band neutrophils and segmented neutrophils, along with marked left ventricular ejection fraction reduction and severe metabolic acidosis.",0.75,0.4
labs,Concept_481,40,"[128, 512, 2048, 8192]",cvd,"Extremely elevated levels of cholesterol, particularly direct LDL cholesterol and total cholesterol, along with a high LDL/HDL ratio, which are significantly more pronounced than in the reference patients.",0.85,0.85
labs,Concept_184,40,"[128, 512, 2048, 8192]",,This cohort is characterized by abnormal cholesterol panel results.,0.9,0.85
labs,Concept_139,40,"[128, 512, 2048, 8192]",acute_kidney_injury,The presence of arterial or venous blood gas analysis results.,0.85,0.2
labs,Concept_605,40,"[128, 512, 2048, 8192]",,This cohort is characterized by an elevated Erythrocyte Sedimentation Rate (ESR).,1.0,0.65
labs,Concept_1182,40,"[128, 512, 2048, 8192]",,This cohort is characterized by a decreased point-of-care (ISTAT) hemoglobin or hematocrit value.,0.9,0.75
labs,Concept_2524,40,"[128, 512, 2048, 8192]",286.4,The presence of a plasma ammonia lab test result.,0.925,1.0
labs,Concept_110,40,"[128, 512, 2048, 8192]",,This cohort is characterized by the presence of hypocalcemia or neutrophilia.,0.85,0.8
labs,Concept_796,40,"[128, 512, 2048, 8192]",,This cohort is characterized by an elevated Red Cell Distribution Width (RDW).,1.0,1.0
labs,Concept_974,40,"[128, 512, 2048, 8192]",,This cohort is characterized by a reduced estimated glomerular filtration rate (eGFR).,0.85,0.85
labs,Concept_1460,40,"[128, 512, 2048, 8192]",290.0,An elevated eosinophil count.,0.8,0.95
labs,Concept_92,40,"[128, 512, 2048, 8192]",,This cohort is characterized by monocytosis or neutrophilia.,0.8,0.9
labs,Concept_269,40,"[128, 512, 2048, 8192]",cancer_anywhere,"Extremely elevated RDW (Red Cell Distribution Width) and RDW (Red Cell Distribution Width) values, with RDW ranging from 19.",1.0,1.0
labs,Concept_1478,40,"[128, 512, 2048, 8192]",,This cohort is characterized by the presence of a manual neutrophil count.,0.95,1.0
labs,Concept_74,40,"[128, 512, 2048, 8192]",gout,"Elevated neutrophil percentages and absolute counts, along with high globulin levels and abnormal blood gas parameters, specifically low pH and bicarbonate levels, indicating metabolic acidosis.",0.5,0.2
labs,Concept_211,40,"[128, 512, 2048, 8192]",,This cohort is characterized by low serum bicarbonate.,0.75,0.0
labs,Concept_60,40,"[128, 512, 2048, 8192]",gout,"Markedly elevated platelet counts and high levels of globulin, with platelet counts ranging from 562 to 746 K/uL and globulin levels from 4.",0.6,0.65
labs,Concept_455,40,"[128, 512, 2048, 8192]",,This cohort is characterized by metabolic acidosis.,0.75,0.55
labs,Concept_316,40,"[128, 512, 2048, 8192]",,This cohort is characterized by respiratory acidosis.,0.95,0.7
labs,Concept_1283,40,"[128, 512, 2048, 8192]",,This cohort is characterized by severely elevated blood glucose levels.,0.9,0.9
labs,Concept_4268,40,"[128, 512, 2048, 8192]",,This cohort is characterized by low hemoglobin (HgB).,0.9,0.15
labs,Concept_508,40,"[128, 512, 2048, 8192]",,This cohort is characterized by low serum albumin.,0.7,0.6
labs,Concept_6965,40,"[128, 512, 2048, 8192]",,"This cohort is characterized by laboratory findings suggestive of chronic liver disease, such as hyperglobulinemia or cytopenias.",0.75,0.75
labs,Concept_182,40,"[128, 512, 2048, 8192]",,This cohort is characterized by the presence of a reported International Normalized Ratio (INR) or Non-HDL Cholesterol value.,1.0,0.6
labs,Concept_1275,40,"[128, 512, 2048, 8192]",,This cohort is characterized by the presence of hypoalbuminemia or markedly elevated alkaline phosphatase.,0.75,0.6
labs,Concept_2814,40,"[128, 512, 2048, 8192]",,This cohort is characterized by the presence of a plasma ammonia test or a blood gas component with a specified sample source (arterial or venous).,0.75,0.7
labs,Concept_5922,40,"[128, 512, 2048, 8192]",osteoporosis,"A high prevalence of lymphocytosis, with lymphocyte percentages and absolute counts significantly elevated above normal ranges, along with marked polycythemia and a relative increase in monocytes.",0.95,0.65
labs,Concept_381,40,"[128, 512, 2048, 8192]",cvd,"Elevated lactate levels and severe metabolic acidosis, as evidenced by low bicarbonate (HCO3) and base excess (BE) values, along with high anion gap, in conjunction with significantly increased heart rate and respiratory rate, and marked leukocytosis with a predominance of neutrophils.",0.95,0.0
labs,Concept_852,40,"[128, 512, 2048, 8192]",,This cohort is characterized by low serum cholesterol levels.,0.8,0.95
labs,Concept_1450,40,"[128, 512, 2048, 8192]",,This cohort is characterized by evidence of anemia or decreased oxygen-carrying capacity of the blood.,0.4,0.25
labs,Concept_6073,40,"[128, 512, 2048, 8192]",,This cohort is characterized by low hemoglobin or hematocrit.,0.6,0.5
labs,Concept_1111,40,"[128, 512, 2048, 8192]",osteoporosis,"Extremely elevated levels of CO2 and HCO3, along with significantly increased anion gap, indicating metabolic alkalosis or respiratory acidosis, and high levels of globulin and protein in the blood.",0.55,0.2
labs,Concept_1653,40,"[128, 512, 2048, 8192]",,This cohort is characterized by elevated bicarbonate (HCO3) levels.,0.65,0.4
